no1_pred,no1_score,no10_pred,no10_score,no10_aug_pred,no10_aug_score,no11_pred,no11_score,no11_aug_pred,no11_aug_score,no12_pred,no12_score,no12_aug_pred,no12_aug_score,no13_pred,no13_score,no13_aug_pred,no13_aug_score,no14_pred,no14_score,no14_aug_pred,no14_aug_score,no15_pred,no15_score,no15_aug_pred,no15_aug_score,no16_pred,no16_score,no16_aug_pred,no16_aug_score,no17_pred,no17_score,no17_aug_pred,no17_aug_score,no18_pred,no18_score,no18_aug_pred,no18_aug_score,no19_pred,no19_score,no19_aug_pred,no19_aug_score,no1_aug_pred,no1_aug_score,no2_pred,no2_score,no20_pred,no20_score,no20_aug_pred,no20_aug_score,no21_pred,no21_score,no21_aug_pred,no21_aug_score,no22_pred,no22_score,no22_aug_pred,no22_aug_score,no23_pred,no23_score,no23_aug_pred,no23_aug_score,no24_pred,no24_score,no24_aug_pred,no24_aug_score,no25_pred,no25_score,no25_aug_pred,no25_aug_score,no2_aug_pred,no2_aug_score,no3_pred,no3_score,no3_aug_pred,no3_aug_score,no4_pred,no4_score,no4_aug_pred,no4_aug_score,no5_pred,no5_score,no5_aug_pred,no5_aug_score,no6_pred,no6_score,no6_aug_pred,no6_aug_score,no7_pred,no7_score,no7_aug_pred,no7_aug_score,no8_pred,no8_score,no8_aug_pred,no8_aug_score,no9_pred,no9_score,no9_aug_pred,no9_aug_score,reliable_pred,reliable_score,reliable_aug_pred,reliable_aug_score,total_pred,total_score,total_aug_pred,total_aug_score,y
0.8681741,3.0,0.72097284,2.0,0.671038,2.0,0.71328014,2.0,0.69551873,2.0,0.5916956,2.0,0.5974443,2.0,0.6568498,2.0,0.7220374,2.0,0.84534305,3.0,0.75148547,2.0,0.5999569,2.0,0.6220385,2.0,0.57612604,2.0,0.570904,2.0,0.6335642,2.0,0.5389583,2.0,0.5701799,2.0,0.5084232,2.0,0.6202185,2.0,0.76857877,2.0,0.9115449,3.0,0.59795564,2.0,0.6020773,2.0,0.63719153,2.0,0.6197957,2.0,0.65843177,2.0,0.5817448,2.0,0.6306754,2.0,0.8401116,3.0,0.6985292,2.0,0.6732254,2.0,0.6453094,2.0,0.7060133,2.0,0.6895618,2.0,0.65325373,2.0,0.67264616,2.0,0.6779448,2.0,0.61578524,2.0,0.75151014,2.0,0.6024914,2.0,0.5964277,2.0,0.7766536,2.0,0.60640424,2.0,0.6394037,2.0,0.6835968,2.0,0.63976926,2.0,0.6611265,2.0,0.674067,2.0,0.69505984,2.0,0.61045676,2.0,0.6376101,2.0,0.6275543,2.0,0.6404148,2.0,3.0
0.86234945,2.0,0.72288114,1.0,0.6642331,1.0,0.71302205,1.0,0.69949657,1.0,0.58915794,1.0,0.6027093,1.0,0.656103,1.0,0.72351813,1.0,0.85128236,2.0,0.74717855,1.0,0.6017396,1.0,0.6191215,1.0,0.5733146,1.0,0.5661203,1.0,0.6297601,1.0,0.53669995,1.0,0.57042825,1.0,0.50104153,1.0,0.6205304,1.0,0.7638932,2.0,0.9090891,2.0,0.5994987,1.0,0.59979236,1.0,0.63673997,1.0,0.62176496,1.0,0.65796244,1.0,0.5807726,1.0,0.6280522,1.0,0.83468187,2.0,0.69131774,1.0,0.67281127,1.0,0.6236481,1.0,0.7011043,1.0,0.7081753,1.0,0.6530112,1.0,0.6745912,1.0,0.6769392,1.0,0.6135538,1.0,0.74957925,1.0,0.6012776,1.0,0.59715277,1.0,0.76367813,2.0,0.60856646,1.0,0.63813287,1.0,0.68213403,1.0,0.639649,1.0,0.6614926,1.0,0.6758116,1.0,0.6923,1.0,0.60906166,1.0,0.63756627,1.0,0.6615644,1.0,0.6414268,1.0,2.0
0.86932504,1.0,0.7229006,1.0,0.66588503,1.0,0.7134436,1.0,0.6932751,1.0,0.59010655,1.0,0.6017609,1.0,0.6566445,1.0,0.7216093,1.0,0.84506446,1.0,0.7501074,1.0,0.59994537,1.0,0.6257257,1.0,0.57355434,1.0,0.5713165,1.0,0.6334744,1.0,0.5387603,1.0,0.5703127,1.0,0.5112016,1.0,0.6208131,1.0,0.77040523,1.0,0.9096449,1.0,0.59778047,1.0,0.59794956,1.0,0.63707423,1.0,0.6217554,1.0,0.65720266,1.0,0.5796396,1.0,0.6286838,1.0,0.83589935,1.0,0.6982081,1.0,0.674038,1.0,0.64623797,1.0,0.70764697,1.0,0.7061971,1.0,0.65249854,1.0,0.67395544,1.0,0.6781038,1.0,0.6120821,1.0,0.74948657,1.0,0.6040162,1.0,0.59622335,1.0,0.7770857,1.0,0.60812765,1.0,0.63962346,1.0,0.68342453,1.0,0.637028,1.0,0.66024166,1.0,0.6732025,1.0,0.69324535,1.0,0.60822034,1.0,0.6361226,1.0,0.62512416,1.0,0.64083284,1.0,1.0
0.859038,2.0,0.7238951,1.0,0.6438682,1.0,0.711256,1.0,0.7042567,1.0,0.5921843,1.0,0.61114854,1.0,0.6611591,1.0,0.72873074,1.0,0.86552256,2.0,0.7426605,1.0,0.6085471,1.0,0.605694,1.0,0.5750831,1.0,0.5583146,1.0,0.6504029,1.0,0.53740275,1.0,0.57131034,1.0,0.48524314,1.0,0.6220313,1.0,0.733343,1.0,0.9044968,2.0,0.5732416,1.0,0.59944683,1.0,0.63585055,1.0,0.62077606,1.0,0.65831745,1.0,0.58742,1.0,0.6279429,1.0,0.7944006,2.0,0.68791145,1.0,0.674537,1.0,0.6270037,1.0,0.70417213,1.0,0.6827345,1.0,0.66022915,1.0,0.67630625,1.0,0.6752315,1.0,0.61163867,1.0,0.7480555,1.0,0.6012148,1.0,0.59494954,1.0,0.77496403,2.0,0.65276426,1.0,0.6351579,1.0,0.67901576,1.0,0.64603883,1.0,0.6569425,1.0,0.68269736,1.0,0.6970007,1.0,0.6089848,1.0,0.6356593,1.0,0.62670976,1.0,0.6420807,1.0,2.0
0.8599093,2.0,0.72946113,1.0,0.63213,1.0,0.70861506,1.0,0.70389944,1.0,0.5971398,1.0,0.6172204,1.0,0.6544707,1.0,0.73349136,1.0,0.8669407,2.0,0.73996794,1.0,0.6120848,1.0,0.59018356,1.0,0.5718085,1.0,0.5712529,1.0,0.67838806,1.0,0.5353248,1.0,0.5716205,1.0,0.48013762,1.0,0.6230634,1.0,0.6954193,1.0,0.9072572,2.0,0.57620025,1.0,0.5939478,1.0,0.6358763,1.0,0.6164082,1.0,0.65668255,1.0,0.5921207,1.0,0.624363,1.0,0.78749347,2.0,0.70119566,1.0,0.6673648,1.0,0.6352658,1.0,0.70952153,1.0,0.69149625,1.0,0.6612717,1.0,0.6737439,1.0,0.67327106,1.0,0.6152643,1.0,0.74581134,1.0,0.60936415,1.0,0.5951535,1.0,0.75951463,2.0,0.6803275,1.0,0.63619477,1.0,0.676662,1.0,0.65152365,1.0,0.65667176,1.0,0.704517,1.0,0.70115405,1.0,0.61053437,1.0,0.64234287,1.0,0.6073249,1.0,0.64666337,1.0,2.0
0.8602717,3.0,0.724331,2.0,0.6205438,2.0,0.71224606,2.0,0.7005361,2.0,0.59145755,2.0,0.6077225,2.0,0.6582076,2.0,0.7302922,2.0,0.86524993,3.0,0.7429985,2.0,0.6092925,2.0,0.60998446,2.0,0.5728372,2.0,0.5625175,2.0,0.6423188,2.0,0.53761196,2.0,0.5705536,2.0,0.4879802,1.0,0.62181133,2.0,0.7371527,2.0,0.9060478,3.0,0.5763238,2.0,0.6012234,2.0,0.6358932,2.0,0.62229997,2.0,0.6580478,2.0,0.5867671,2.0,0.6266944,2.0,0.8039723,2.0,0.68570596,2.0,0.6764029,2.0,0.62146187,2.0,0.7012205,2.0,0.69344515,2.0,0.6579254,2.0,0.675378,2.0,0.6762514,2.0,0.6147474,2.0,0.7407585,2.0,0.59937084,2.0,0.5958799,2.0,0.7559733,2.0,0.648362,2.0,0.63643956,2.0,0.6796783,2.0,0.6479028,2.0,0.6601445,2.0,0.6809114,2.0,0.69514555,2.0,0.60896647,2.0,0.63642144,2.0,0.6378456,2.0,0.64288557,2.0,3.0
0.85947406,2.0,0.72193915,1.0,0.64316005,1.0,0.7115976,1.0,0.7021163,1.0,0.59358037,1.0,0.6196718,1.0,0.6596626,1.0,0.7334464,1.0,0.8642199,2.0,0.74193066,1.0,0.6091075,1.0,0.59719104,1.0,0.57506305,1.0,0.5584063,1.0,0.6575592,1.0,0.536795,1.0,0.5708771,1.0,0.48146,1.0,0.62190306,1.0,0.7295787,1.0,0.9060335,2.0,0.5703658,1.0,0.5980935,1.0,0.6350699,1.0,0.6159743,1.0,0.65702754,1.0,0.5876401,1.0,0.627718,1.0,0.7738024,2.0,0.69091713,1.0,0.6723956,1.0,0.6333918,1.0,0.7129626,1.0,0.67922956,1.0,0.6620147,1.0,0.6752734,1.0,0.6745396,1.0,0.61510277,1.0,0.7419549,1.0,0.6068126,1.0,0.5975525,1.0,0.7712141,2.0,0.67277735,1.0,0.63739353,1.0,0.6775894,1.0,0.6473966,1.0,0.6560788,1.0,0.69017106,1.0,0.7014454,1.0,0.61204606,1.0,0.6412804,1.0,0.63007754,1.0,0.6421185,1.0,2.0
0.85688806,2.0,0.7244088,1.0,0.634487,1.0,0.71196663,1.0,0.703141,1.0,0.59530735,1.0,0.6095357,1.0,0.6576328,1.0,0.7288543,1.0,0.8663919,2.0,0.7420434,1.0,0.6096721,1.0,0.60363775,1.0,0.57427114,1.0,0.5603588,1.0,0.64972633,1.0,0.5390856,1.0,0.57172626,1.0,0.48522732,1.0,0.6218247,1.0,0.72407514,1.0,0.9064683,2.0,0.5708159,1.0,0.59951,1.0,0.63558507,1.0,0.61993515,1.0,0.6582575,1.0,0.59026843,1.0,0.6270712,1.0,0.7955645,2.0,0.6866763,1.0,0.6741019,1.0,0.6257892,1.0,0.70513517,1.0,0.68686676,1.0,0.6616419,1.0,0.6749458,1.0,0.67462295,1.0,0.6153513,1.0,0.74373925,1.0,0.5995455,1.0,0.5947763,1.0,0.7656111,2.0,0.6567529,1.0,0.63684547,1.0,0.67970264,1.0,0.64859873,1.0,0.6636692,1.0,0.68276566,1.0,0.695911,1.0,0.6107527,1.0,0.63574463,1.0,0.61473,1.0,0.64448255,1.0,2.0
0.85878843,2.0,0.7239089,1.0,0.6385121,1.0,0.7113893,1.0,0.7052309,1.0,0.59184515,1.0,0.6116097,1.0,0.66043407,1.0,0.7300122,1.0,0.8683352,2.0,0.74116206,1.0,0.6090037,1.0,0.6068702,1.0,0.57256186,1.0,0.56096566,1.0,0.64930946,1.0,0.5380478,1.0,0.571895,1.0,0.48485583,1.0,0.6212067,1.0,0.73225564,1.0,0.90549916,2.0,0.5701211,1.0,0.59885436,1.0,0.63635784,1.0,0.619021,1.0,0.6612576,1.0,0.5869001,1.0,0.6258653,1.0,0.80119985,2.0,0.68778294,1.0,0.6745126,1.0,0.6295584,1.0,0.706264,1.0,0.678112,1.0,0.6601618,1.0,0.6766992,1.0,0.6752067,1.0,0.6166456,1.0,0.744789,1.0,0.6013825,1.0,0.5945391,1.0,0.7692865,2.0,0.66046065,1.0,0.63638836,1.0,0.67901355,1.0,0.64555424,1.0,0.66005564,1.0,0.68801403,1.0,0.6953773,1.0,0.60880953,1.0,0.6353979,1.0,0.6407204,1.0,0.647641,1.0,2.0
0.8591613,3.0,0.7244107,2.0,0.6267202,2.0,0.7101175,2.0,0.70400697,2.0,0.592454,2.0,0.61446565,2.0,0.6602111,2.0,0.7297314,2.0,0.8636392,3.0,0.74143374,2.0,0.60916376,2.0,0.60592145,2.0,0.574572,2.0,0.5585827,2.0,0.653442,2.0,0.5375151,2.0,0.57215095,2.0,0.4873685,1.0,0.6214609,2.0,0.7265398,2.0,0.904615,3.0,0.568935,2.0,0.5976294,2.0,0.63553715,2.0,0.61736846,2.0,0.658846,2.0,0.58613384,2.0,0.62520677,2.0,0.788457,2.0,0.6901598,2.0,0.67438287,2.0,0.63071626,2.0,0.7092022,2.0,0.6986369,2.0,0.6620572,2.0,0.6753095,2.0,0.67353487,2.0,0.6156184,2.0,0.74368715,2.0,0.60111386,2.0,0.59546256,2.0,0.77652735,2.0,0.6717333,2.0,0.6362383,2.0,0.6785122,2.0,0.6475077,2.0,0.6583884,2.0,0.6840806,2.0,0.69802284,2.0,0.6098307,2.0,0.63625526,2.0,0.6197978,2.0,0.6432101,2.0,3.0
